Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
Google,Recruiter,People Operations,"Austin, TX, United States","Recruit top talent and achieve quarterly hiring goals.
Provide an efficient and high-touch experience for every candidate from application stage to offer, evaluating skill level, driving the interview process and offer process, including reference checks, salary recommendations and closing of candidates.
Negotiate complex offers to close candidates by leveraging your experience with competing for top technical talent.
Communicate effectively with the interview team to ensure preparedness during the interview process. Share and exchange information with all levels of management.","BA/BS degree or equivalent practical experience.
2 years of full-cycle recruiting experience in an agency or corporate setting.","5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
Google,Leadership Staffing Recruiter,People Operations,"Mountain View, CA, United States","Provide outstanding guidance to clients to shape their talent needs to best match the needs of Google and the talent in the market.
Work with our sourcing team and other research resources to identify, engage, and evaluate, and recruit executive level candidates.
Find ways to improve how we work, and not just incremental improvements but also dramatic “moon shots” that can change how we do business.
Work closely with the businesses throughout the search process providing consistent communication and incredible client service.
Develop a deep understanding of the candidate’s leadership style, personal background, professional history, and specific fit to the role.","BA/BS degree or equivalent practical experience.
10 years of experience in the technology sector from roles in industry, executive recruiting, and/or consulting.
Experience consulting and managing clients. Experience driving efforts and projects.
Experience building relationships across a global business.","Strong track record of solving complex problems, designing creative strategies, and delivering significant impact as a manager and a leader.
Strong domain knowledge and expertise in executive search or executive talent acquisition.
Proven ability to develop teams and maximize individual and team performance while maintaining a fun working environment.
Demonstrated personal accountability and integrity.
Strong passion for advancing the human capital agenda of the organization.
Deep interest in technology."
Google,"Project Lead, Staffing Services Operations Team",People Operations,"Mountain View, CA, United States","Use Apps Script expertise to design and lead projects to automate processes across the interviewing lifecycle.
Build strong work plans and collaborate with cross-functional teams to accomplish automation objectives, designing solutions for multiple coordination processes (e.g. interview training and Hiring Committee coordination).
Use analytical and database expertise to inform decisions, provide insights, and tell a compelling, data-driven story to our users.
Design automation solutions for multiple coordination processes (e.g. interview training and Hiring Committee coordination). Scale automated solutions globally across Staffing Services Team, GPS, and Google by developing strategic communication plans to influence key stakeholders.
Develop domain expertise across various GPS roles and systems and build strong partnerships with other GPS leaders to proactively identify opportunities for further process improvement.","BA/BS degree or equivalent practical experience.
4 years of project management work experience with responsibility for work-planning, scaled implementation and communication of results.
Experience with database-driven application development, Apps Script and user interface.","Programming experience in MySQL, SQL, C++, or Java.
Detail-orientated with a passion for improving interview processes.
Knowledge of best practices in user interface design and user experience (UI design). Knowledge of principles of process automation based on user needs/program goals.
Self-starter with an ability to manage projects to completion while collaborating cross-functionally, multi-tasking and managing multiple clients.
Ability to develop tools and user interfaces. Ability to design and implement application programming interfaces (APIs).
Excellent written and verbal communication skills, including presentation writing and delivery across a wide range of audiences."
Google,People Consultant,People Operations,"Dublin, Ireland","Provide HR support and consultation to the business, answering employee and manager queries about HR programs, policies and other HR-related topics.
Advise on performance management challenges and lead minor investigations and reorganizations.
Assist People Partners with planning and roll-out of HR programs and initiatives.
Triage enquiries and connect employees to the right subject matter expert when necessary.
Identify opportunities to improve HR policies. Identify and propose solutions to improve inconsistent HR policies and gaps.","BA/BS degree or equivalent practical experience.
Experience in a HR, people programs, staffing and/or similar people-related role.
Experience in performance management.","Experience in coaching and mentoring others.
Demonstrated experience with cross-functional collaboration and influence.
Demonstrated client-service experience, with a focus on delivering exceptional customer service.
Effective interpersonal, teamwork and organizational skills."
Google,"Recruiter, Google Cloud",People Operations,"London, United Kingdom","Recruit top talent and achieve quarterly hiring goals, working closely with your hiring managers, interview teams and cross functional staffing/HR partners
Provide an efficient and high-touch experience for every candidate from application stage to offer, evaluating skill level, driving the interview process and offer process, including reference checks, salary recommendations and closing of candidates
Negotiate complex offers to close candidates by leveraging your experience with competing for top technical talent
Communicate effectively with the interview team to ensure preparedness during the interview process. Share and exchange information with all levels of management","BA/BS degree or equivalent practical experience.
Full-cycle recruiting experience in an agency or corporate setting.","Experience closing a diverse range of senior and/or executive level candidates and negotiating complex compensation packages
Solid history of solving complex problems and delivering significant impact as an individual contributor
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
Google,Process Design and Technology Project Manager,People Operations,"New York, NY, United States","Lead multiple consultative engagements with People Operations to redesign current processes. Ensure that the voice of the user is represented in all phases of projects: diagnostic, future state design and implementation.
Manage cross-functional/cross-regional teams. Determine business impact of current and proposed projects and work with planning/finance to capture that impact.
Apply Lean/supply chain knowledge to new designs. Work with leadership to vet and prioritize future projects.
Develop business requirements for new systems and work with People Operations software engineering teams to implement.
Lead change management to ensure new processes/technology lands with Googlers and People Operations.","BA/BS degree or equivalent practical experience.
5 years of experience in an analytical or consulting role.
2 years of project management experience.","Advanced degree in Industrial Engineering, Operations Design, or Business Administration.
Significant project management experience.
Deep knowledge of Lean and/or supply chain design principles and/or familiarity with Staffing and HR operations.
Ability to influence senior decision makers.
Excellent communication, organization, and documentation skills."
Google,People Consultant,People Operations,"Mountain View, CA, United States","Provide HR support and consultation to the business, answering employee and manager questions about HR programs, policies, and other HR-related items (Performance, Compensation, career goals, etc.)
Advise on performance management issues (such as PIP/PEPs) and lead minor investigations and reorganizations
Assist People Partners with planning and roll-out of HR programs and initiatives
Triage Googler inquiries and connect Googlers to the right subject matter expert when necessary
Identify opportunities to improve HR policies by connecting the dots across multiple experiences of Googlers/Managers. Identify and propose solutions to correct inconsistent HR policies and gaps.","BA/BS degree or equivalent practical experience.
5 years of HR Business Partner or Generalist experience.","Experience in HR, people programs, or other large scale people related roles.
Demonstrated experience with cross-functional collaboration and influence
Experience with coaching and mentoring others.
Client-service orientation with a strong focus on delivering exceptional customer service.
Strong interpersonal, teamwork and organizational skills."
Google,"MBA Intern, Summer 2018",Business Strategy,"New York, NY, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,"MBA Intern, Summer 2018",Business Strategy,"Boulder, CO, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
Google,Recruiter,People Operations,"Ann Arbor, MI, United States","Recruit top talent and achieve quarterly hiring goals.
Provide an efficient and high-touch experience for every candidate from application stage to offer, evaluating skill level, driving the interview process and offer process, including reference checks, salary recommendations and closing of candidates.
Negotiate complex offers to close candidates by leveraging your experience with competing for top technical talent.
Communicate effectively with the interview team to ensure preparedness during the interview process. Share and exchange information with all levels of management.","BA/BS degree or equivalent practical experience.
2 years of full-cycle recruiting experience in an agency or corporate setting.","5 years of recruiting experience in an agency or corporate setting.
Experience closing senior and/or executive level candidates and negotiating complex compensation packages.
Experience solving complex business issues and delivering significant impact as an individual contributor.
A track record of personal accountability, strong work ethic, integrity, and proven organizational skills with attention to detail.
Ability to handle customer relationship management, provide strong customer consultative skills and work in a large-team environment.
Excellent communication and interpersonal skills, with proven ability to take initiative and build strong, productive relationships."
Google,"Global Solutions Advisor, Extended Workforce Solutions",People Operations,"Mountain View, CA, United States","Develop an in-depth understanding of the contingent workforce strategy for large business and product areas at Google.
Consult with assigned business or product units and advise on workforce strategy, quarterly and annual planning, global partner portfolio and global location strategy.
Work in close partnership with Extended Workforce Solutions Program Managers to ensure strong execution and understand how local laws and business conditions should impact their global strategies.
Partner with Financial Planning and Analysis, Strategic Sourcing, Real Estate and other Google teams to ensure a robust understanding of the Contingent Workforce ecosystem across Google, and utilize that understanding to most effectively share their advice with business and product units.
Identify areas of improvement and partner with operations and risk team to drive scalable, global solutions","BA/BS degree or equivalent practical experience.
5 years of management or consulting experience.","MBA or an advanced degree.
Extensive experience with outsourcing/offshoring including vendor management, vendor transitions, new site launches, Statement of Work (SOW) development, contracting, changing pricing models.
Demonstrated personal accountability and integrity, and an ability to build strong, productive relationships with senior leaders across the business.
Superb ability to consult, influence, and manage clients. Ability to drive efforts and projects through relationships and a broad knowledge base.
Strong leadership, organizational, stakeholder management and oral/ written communication skills - ability to thrive as part of a global team.
Excellent analytical and problem solving skills with capability to process high amount of data to drive business strategies and decisions."
Google,"People Analyst, Reporting and Insights",People Operations,"New York, NY, United States","Build strong relationships and collaborate with teammates, business leaders, HR clients, and HR application engineers to solve organizational problems and empower organizations with high quality data.
Architect, develop and automate data and analytics solutions, iteratively build and prototype dashboards to provide insights at scale.
Manipulate and analyze large data sets to distill insights from data and connect disparate ideas into cohesive, well-grounded recommendations using creative, structured and analytical thinking. Create effective, scalable, and easy to understand reporting solutions (e.g. dashboards).
Use analytical reasoning to identify problems and develop hypotheses, often recommending a data product that addresses client’s/stakeholder’s needs.
Prioritize work to manage multiple workstreams, high pressure situations, and new information.","BA/BS degree in Economics, Statistics, Finance, Social Science, Psychology, or any related fields (i.e. Mathematics, Engineering), or equivalent practical experience.
Experience using SQL, Python or other data or scripting language. Experience building and maintaining a solution to collect, store, and organize data to address client needs.","Experience collaborating on projects involving multiple teams, managing an ongoing relationship with client, and presenting to audiences.
Experience using quantitative and qualitative analytical strategies and working with multiple data sources to generate insights from analyses, answering questions or creating solutions, and manipulating data to measure the effectiveness of programs, interventions, and efforts for an organization.
Experience using data visualization (e.g., tables, charts, graphs); Experience with conducting research using basic statistics (e.g., correlations, t-tests, regressions).
Experience forming testable statements generated from inductive reasoning that can be verified via statistical and analytical means.
Ability to self-start and self-direct work in an unstructured environment, and comfortable dealing with ambiguity.
Excellent communications skills and solutions, and client service-oriented with an emphasis on creativity and diligence."
Google,"Policy Specialist, Extended Workforce Solutions",People Operations,"Mountain View, CA, United States","Consult as a subject matter expert around contingent labour policy with client groups and partner teams. Educate and upskill partners to accelerate scale and impact across Google.
Drive the creation and maintenance of policies intended to mitigate multiple areas of risk while supporting the Google business strategy.
Monitor external legislation and legal traffic to proactively create and adjust policy as needed.
Develop and maintain relationships with internal and external contingent workforce ecosystem in order to identify impacts to extended workforce policy.","BA/BS degree or equivalent practical experience.
Experience in creating and crafting policy recommendations and strategy, and responding to media enquiries on similar topics.","MA/MS Degree or JD.
Experience with cultural and/or organizational change management and transformation.
Demonstrated record of influencing and relationship building skills with stakeholders, including clients, cross-functional partners and leadership.
Demonstrated record in project management, with a keen attention to detail and a bias towards action.
Excellent analytical and problem solving skills, with the ability to identify impacts to policy and to create new policies as needed. Ability to identify and address barriers to the implementation of new policy.
Team player with a high tolerance for ambiguity in a rapidly changing environment. Ability to flex across multiple roles seamlessly. Effective written and verbal communications skills."
Google,Tech Recruiter,People Operations,"Zürich, Switzerland","Source and attract candidates across EMEA through networking, sourcing, direct approach, referrals, university relations, etc.
Gain experience in market/industry mapping.
Manage candidate process and act as a candidate advocate.
Improve the candidate, new hires, hiring managers and recruiters experience'; follow-up with clients to confirm that staffing plans and candidate needs are met.
Evaluate skill level and manage the offer process, including reference checks, salary recommendations and offer acceptance/declines.","BA/BS degree or equivalent practical experience.
Experience in full-cycle recruiting/sourcing, or owning a function of similar scope.
Experience managing a team and client groups.","Ability to deliver high-quality results in a timely manner individually and through others.
Ability to initiate action and accomplish goals across a wide range of teams and projects in the face of multiple demands, grow professionally by actively staying up-to-date in areas of expertise.
Ability to maintain confidence and professionalism when leading others through ambiguous and complex situations.
Ability to influence and negotiate diplomatically and fairly with a range of stakeholders.
Team player who possesses leadership skills, acts with integrity and self awareness, avoids unethical shortcuts, and respects and values intelligence and diversity of others.
Excellent communication, interpersonal, and client service skills; ability to clearly communicate in discussions and written documents, and to deliver regular updates and feedback clearly and tactfully."
Google,"BOLD Intern, Summer 2018",Finance,"Mountain View, CA, United States",Google interns are given a lot of responsibility and the opportunity to provide a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in a 4-year BA/BS program, in any major, at a university in the United States with an expected graduation date between December 2018 and June 2019.
Be able to complete an 11-week program beginning in May or June 2018.
Have authorization to work in the United States.","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
Google,Associate Lead Recruiter (Hardware),People Operations,"Shanghai, China","Create and implement a staffing business strategy and infrastructure that will be the framework for achieving an annual hiring plan, emphasizing quality and diversity of hires, process efficiency, strong client management, and candidate satisfaction.
Lead, motivate and support a team of sourcers to attract and screen top talent from various channels to ensure all hiring is delivered effectively.
Oversee the management and development of a team of recruiters. Create and maintain a team environment, focusing on continuous improvement and self-learning, along with team efficiency and productivity.
Manage and influence business partner relationships with a variety of teams to ensure overall staffing objectives are met.
Develop and monitor metrics that improve sourcing efficacy and demonstrate ROI. Identify and develop strategies to boost productivity and make process improvements that solve problems at scale.","BA/BS degree or equivalent practical experience.
Experience in hiring for/recruiting into Tech functions in an in-house recruitment role.","Experience in managing a recruiting function, with a background in leading/managing a team and/or client groups. Demonstrated domain knowledge and expertise.
Demonstrated record of solving complex problems, designing creative strategies, and delivering significant impact as a manager. Ability to work in a fast-paced, constantly evolving environment.
Ability to consult with, influence and manage clients. Ability to drive efforts and projects leveraging relationships and a broad knowledge base.
Proven ability to develop employees and to maximize individual and team performance while maintaining a fun working environment.
Demonstrated personal accountability and integrity, and an ability to build strong, productive relationships across the business.
Effective communication skills, with the ability to work closely with internal staffing clients and to communicate complex analytics in a structured and clear manner."
Google,Staffing Services Associate,People Operations,"Austin, TX, United States","Support client groups with recruiting processes including scheduling interviews, organizing candidate travel arrangements, hosting candidates on campus, reserving conference rooms and liaising with candidates, leaders at Google and their administrative partners, as appropriate.
Create and distribute employment-related correspondence.
Communicate professionally, tactfully and with the utmost diplomacy at all times, treating all candidates with dignity and respect and maintaining a high level of confidentiality at all times.
Arrange special requests and provide a high-touch experience appropriate to the candidate’s needs.
Improve processes using a data-driven approach including optimization of interviewer loads, identification of trends and issues in the scheduling process, and execution of initiatives to increase efficiency and improve experience.","BA/BS degree or equivalent practical experience.
6 months experience in improving processes, identifying issues in processes, suggesting user focused improvements and navigating/influencing cross-functional teams to drive these changes.
Individuals applying for this position will not be eligible for immigration sponsorship.","Ability to prioritize multiple functions and tasks and manage time efficiently.
Strong demonstrated interpersonal and communication skills, a customer-service orientation, and a welcoming, helpful attitude.
High level of creativity, perseverance, and openness to change with a drive to take initiative and build strong, productive relationships.
Demonstrated discretion and strong judgment, with the ability to interact comfortably and professionally with all levels of candidates and internal clients.
Exceptional attention to detail with a proven ability to consistently and positively contribute in a fast-paced, changing work environment.
Self-directed, detail-oriented problem solver with a burning desire to contribute to the organization's reputation and success."
Google,Associate Lead Recruiter (Hardware),People Operations,"Xinyi District, Taiwan","Create and implement a staffing business strategy and infrastructure that will be the framework for achieving an annual hiring plan that emphasizes quality and diversity of hires, process efficiency, and strong client management and candidate satisfaction.
Lead, motivate and support a team of recruiters and support staff to successfully and strategically deliver on hiring targets and increase productivity.
Oversee the management and development of a team of recruiters. Create and maintain a team environment of continuous improvement and self-learning with a strong focus on team efficiency and productivity.
Manage and influence business partner relationships with a variety of teams to ensure overall staffing objectives are met.
Develop and monitor metrics that improve sourcing efficacy and demonstrate ROI. Identify and own strategies to lift productivity and make process improvements that solve problems at scale.","BA/BS degree or equivalent practical experience.
Experience hiring into Tech functions in an in-house recruitment role.","Strong domain knowledge and expertise with experience owning a recruiting function, with a background managing a team and/or client groups.
Ability to work in a fast-paced, constantly evolving environment. Strong track record of solving complex problems, designing creative strategies and delivering significant impact as a manager.
Ability to consult, influence and manage clients. Ability to drive efforts and projects through relationships and a broad knowledge base.
Proven ability to develop employees and maximize individual and team performance while maintaining a fun working environment.
Demonstrated personal accountability and integrity, and an ability to build strong, productive relationships across the business.
Strong communication skills - ability to work closely with internal staffing clients and communicate complex analytics in a structured and clear manner."
Google,"Business Intern 2018, Mexico",Finance,"Mexico City, Mexico",Google interns are given a lot of responsibility and the opportunity to make a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in any major at a university in Mexico with an expected graduation date between December 2018 and June 2019.
Must be available to intern at Google's Mexico City office from July 2018 to December 2018.
Ability to speak and write in English and Spanish fluently and idiomatically.","Analytical skills and an interest in taking on business challenges.
Interest in the Internet and Google's technology business.
Effective interpersonal and organizational skills, with the ability to navigate an ambiguous environment."
Google,"Business Intern 2018, Colombia",Finance,"Bogotá, Colombia",Google interns are given a lot of responsibility and the opportunity to make a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in any major at a university in Colombia with an expected graduation date between December 2018 and June 2019.
Must be available to intern at Google’s Bogotá office from July 2018 to December 2018.
Ability to speak and write in English and Spanish fluently and idiomatically.","Analytical skills and an interest in taking on business challenges.
Interest in the Internet and Google’s technology business.
Effective interpersonal and organizational skills, with the ability to navigate an ambiguous environment."
Google,Talent Acquisition Specialist,People Operations,"London, United Kingdom","Generate potential talent for Google’s immediate business needs leveraging existing talent pools and discovering new talent pools through market intelligence and other sourcing methods.
Manage projects with multiple stakeholders, both ongoing and on an ad-hoc basis.
Solve issues and produce solutions by collecting and analyzing data, identifying alternatives when circumstances change.
Act as a search expert for a functional area by understanding hiring needs, position specifications and search requirements.
Partner with recruiters and hiring managers to generate ideas, leverage resources and share information that facilitates an effective and innovative sourcing strategy according to assigned timelines.","BA/BS degree or equivalent practical experience.
Experience in consulting and/or project management.","Experience with market research and talent mapping.
Experience in sourcing/lead generation in an executive search company.
Proven ability to consistently and positively contribute in a fast-paced, changing work environment with the ability to prioritize multiple functions and tasks.
Demonstrated interest in learning about new sourcing techniques.
Excellent problem-solving, communication and facilitation skills."
Google,Staffing Channels Specialist,People Operations,"Seattle, WA, United States","Cultivate an understanding of Google’s products and the relationships between its various businesses.
Work with hiring managers in our Global Business Operations and Engineering organizations to understand the structure of their teams, ongoing projects and hiring demands.
Identify, engage, and advise Google-caliber talent with a focus on creating a great experience for each candidate.
Communicate the nuances of our hiring process, technologies, and the technical demands of our Operations and Engineering positions.
Overcome challenges and produce solutions by collecting and analyzing data, identifying alternatives when circumstances change, and seeking out ways to improve the business beyond your stated responsibilities.","BA/BS degree or equivalent practical experience.
2 years of experience in a staffing role at an executive search firm, recruitment agency, or in-house corporate talent team.","Experience working towards staffing goals.
Experience in analytics and consulting.
Understanding of technical skill sets and the tools required to source them (e.g Boolean search techniques, applicant tracking systems, etc).
Effective customer service, analytical thinking and communication skills."
Google,People Consultant,People Operations,"Atlanta, GA, United States","Provide HR support and consultation to the business, answering employee and manager questions about HR programs, policies, and other HR-related items.
Advise on performance management issues and lead minor investigations and reorganizations.
Assist People Partners with planning and roll-out of HR programs and initiatives.
Triage Googler enquiries and connect Googlers to the right subject matter expert when necessary.
Identify opportunities to improve HR policies by connecting the dots across the information and experiences provided by Googlers/Managers. Identify and propose solutions to correct inconsistent HR policies and knowledge gaps.","BA/BS degree or equivalent practical experience.
5 years of HR Business Partner or Generalist experience.
Ability to travel up to 40% of the time as required.","Experience in HR, people programs, or other large-scale people related roles.
Demonstrated experience with cross-functional collaboration and influencing.
Experience with coaching and mentoring others.
Demonstrated client-service orientation, with a strong focus on delivering exceptional customer service.
Effective interpersonal, teamwork and organizational skills."
Google,Leadership Staffing Recruiter,People Operations,"Austin, TX, United States","Provide outstanding guidance to clients to shape their talent needs to best match the needs of Google and the talent in the market.
Work with our sourcing team and other research resources to identify, engage, and evaluate, and recruit executive level candidates.
Find ways to improve how we work, and not just incremental improvements but also dramatic “moon shots” that can change how we do business.
Work closely with the businesses throughout the search process providing consistent communication and incredible client service.
Develop a deep understanding of the candidate’s leadership style, personal background, professional history, and specific fit to the role.","BA/BS degree or equivalent practical experience.
10 years of experience in the technology sector from roles in industry, executive recruiting, and/or consulting.
Experience consulting and managing clients. Experience driving efforts and projects.
Experience building relationships across a global business.","Strong track record of solving complex problems, designing creative strategies, and delivering significant impact as a manager and a leader.
Strong domain knowledge and expertise in executive search or executive talent acquisition.
Proven ability to develop teams and maximize individual and team performance while maintaining a fun working environment.
Demonstrated personal accountability and integrity.
Strong passion for advancing the human capital agenda of the organization.
Deep interest in technology."
Google,Process Design and Technology Project Manager,People Operations,"Sunnyvale, CA, United States","Lead multiple consultative engagements with People Operations to redesign current processes. Ensure that the voice of the user is represented in all phases of projects: diagnostic, future state design and implementation.
Manage cross-functional/cross-regional teams. Determine business impact of current and proposed projects and work with planning/finance to capture that impact.
Apply Lean/supply chain knowledge to new designs. Work with leadership to vet and prioritize future projects.
Develop business requirements for new systems and work with People Operations software engineering teams to implement.
Lead change management to ensure new processes/technology lands with Googlers and People Operations.","BA/BS degree or equivalent practical experience.
5 years of experience in an analytical or consulting role.
2 years of project management experience.","Advanced degree in Industrial Engineering, Operations Design, or Business Administration.
Significant project management experience.
Deep knowledge of Lean and/or supply chain design principles and/or familiarity with Staffing and HR operations.
Ability to influence senior decision makers.
Excellent communication, organization, and documentation skills."
Google,"BOLD Intern, Summer 2018",Finance,"Boulder, CO, United States",Google interns are given a lot of responsibility and the opportunity to provide a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Be currently enrolled in a 4-year BA/BS program, in any major, at a university in the United States with an expected graduation date between December 2018 and June 2019.
Be able to complete an 11-week program beginning in May or June 2018.
Have authorization to work in the United States.","Analytical skills and an interest in taking on business problems.
Interpersonal and organizational skills, with the ability to navigate an ambiguous environment.
Interest in the technology industry and Google’s business."
Google,"Business Intern 2017, Australia",Marketing & Communications,"Sydney, Australia","Job responsibilities and detailed projects will be determined based on your educational background, interests, and skills.","Enrolled in a full time Bachelor's or Master's program, graduating after March 2018 (priority given to students in their penultimate year of study).
Returning to education on a full-time basis upon completing the internship.
Be able to complete a minimum 10 weeks between November 2017 and February 2018 in the Google Sydney office. We will accommodate your school schedule when determining the start date and duration.","Experience with Google products or digital marketing.
Demonstrated interest in the Internet and Google’s technology and business.
Demonstrated ability to be a self-starter and independent thinker.
Strong analytical skills, with the ability to take on highly strategic and challenging business problems.
Effective project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a challenging environment."
Google,Staffing Channels Specialist,People Operations,"New York, NY, United States","Cultivate an understanding of Google’s products and the relationships between its various businesses.
Work with hiring managers in our Global Business Operations and Engineering organizations to understand the structure of their teams, ongoing projects and hiring demands.
Identify, engage, and advise Google-caliber talent with a focus on creating a great experience for each candidate.
Communicate the nuances of our hiring process, technologies, and the technical demands of our Operations and Engineering positions.
Overcome challenges and produce solutions by collecting and analyzing data, identifying alternatives when circumstances change, and seeking out ways to improve the business beyond your stated responsibilities.","BA/BS degree or equivalent practical experience.
2 years of experience in a staffing role at an executive search firm, recruitment agency, or in-house corporate talent team.","Experience working towards staffing goals.
Experience in analytics and consulting.
Understanding of technical skill sets and the tools required to source them (e.g Boolean search techniques, applicant tracking systems, etc).
Effective customer service, analytical thinking and communication skills."
Google,Staffing Services Lead,People Operations,"Mountain View, CA, United States","Provide day-to-day oversight of a team of Staffing Services Associates who support clients with interview logistics across Google's Technology, Portfolio and Global Business functions, ensuring consistent service excellence.
Participate in the selection and training of new team members as well as the performance evaluation and coaching of employees.
Create and sustain a positive team environment which serves to motivate and retain a large, flexible workforce that includes a mix of employees and contingent workers.
Manage team metrics, load balancing, productivity benchmarks, and service level agreements (SLAs) across the cluster.
Partner with the recruiters and Staffing Leads to understand support needs and serve as the escalation point for issue resolution.","BA/BS degree or equivalent practical experience.
6 years of HR-related experience or experience in an operations environment.
1 year of experience in a People Management role.
Experience with internal client management.","Experience managing an operational services team and/or responsibility for large scale service delivery.
Experience maximizing individual and team performance, while maintaining an effective working environment.
Experience designing and implementing new processes; a passion for process and achieving efficiencies.
Ability to drive efforts and projects through influence, relationships, and broad knowledge base with recruiting domain knowledge.
Results-driven, ability to analyze metrics and data to regularly inform the strategy for achieving team objectives and managing resources.
Excellent communication and interpersonal skills."
Google,"Leadership Researcher, APAC",People Operations,Singapore,"Work across the full suite of Google product groups in APAC, including Search, Hardware, Cloud, YouTube, Android, Maps, Play, and including various functions (e.g. Technology, Sales, Marketing, Finance, Legal, HR, etc).
Partner with senior leaders on high-profile leadership hires, advising on search strategy and the ideal candidate profile.
Source candidates, both internally and externally, and oversee benchmarking activities.
Build proactive relationships with passive candidates to engage them over the longer term.
Innovate to improve the efficiency and effectiveness of our systems and processes - not just incremental improvements, but also “moon shots” that fundamentally change how we do business.","BA/BS degree or equivalent practical experience.
3 years experience in research at an executive search firm, management consulting experience in a HR-related field, and/or recruiting experience within a corporate environment.
Experience in creating search strategies, mapping markets, gleaning industry insights and acting as an advocate for process and data quality.","Ability to get up to speed quickly regarding new markets and to run a thorough, best-in-class search process, including candidate research, outreach, engagement, evaluation and presentation
Collaborative team player, with a demonstrated record of maximizing team as well as individual performance.
Demonstrated passion for advancing the human resources agenda of the organization.
Demonstrated interest in technology.
High level of personal accountability, integrity and authenticity.
Ability to prioritize effectively based on market insights."
Google,MBA Intern 2018,Administrative,"Beijing, China","Intern projects will be determined based on the experience, skills and interests of the student. If you are interested in a particular area, please make sure to include it in your resume.","Must be a first year student in a two year full time Master of Business Administration (MBA) program, graduating between December 2018 and July 2019.
Returning to education on a full-time basis upon completing the internship.
Be able to complete a minimum 10 week program in the Beijing/Shanghai/Hong Kong/Taipei office between May and September 2018.","Work experience prior to the MBA program in Sales, Advertising, Consulting, Analysis, Customer Service, Marketing, Finance, Technical Sales and Operations, or related fields.
Demonstrated problem-solving skills, with the ability to handle highly strategic and challenging business problems.
Demonstrated interest in the Internet and Google's technology and business.
Ability to operate as a self-starter and independent thinker.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Effective written and verbal communication skills."
Google,"Research Programs Specialist, Tech Programs and Events",Administrative,"Sunnyvale, CA, United States","Partner with internal entities to create comprehensive program and event strategies.
Develop and implement events including program mapping and planning, budgets, stakeholder buy-in, logistics, messaging (internal and external), developing content with engineers, and other core elements to successfully meet event objectives.
Build solid relationships with vendors, internal team members, and a wide range of stakeholders across Google, including senior-level stakeholders to manage expectations and ensure high-quality event management.
Contribute to our online presence and public messaging by creating interesting and informational web and collateral content. Manage post-event reporting, detailed tracking and analysis.
Manage relationships with key internal and external stakeholders and organizations and groups to cultivate a strong partnership and enhance Google’s brand in the employment marketplace","BA/BS degree or equivalent practical experience.
3 years of experience in program/event planning, recruiting, marketing, HR, consulting or related area.","Focused on providing top-quality client support for the coordination and seamless delivery of events
Ability to lead and work with cross-functional teams. Able to grow positive working relationships with stakeholders and colleagues at all organizational levels.
Highly driven and motivated professional with demonstrated project and budget management, organizational and communication skills. Ability to analyze and present information in a professional manner including writing and presentations.
Able to prioritize and complete multiple tasks, and follow through with team members to achieve group as well as individual goals. Flexible, proactive, responsible, detail-oriented and demonstrate a high-level of resourcefulness.
Passion about the technical and academic space."
